mapping_key,flow_key,lang-es,flow_es,en,ht,ru,zh-hans,ko,vi,zh-hant
agi.label.wagesFederalWithheldError,/agi/fg-detail-c90011/summary,"sueldo, salario y propinas","Sueldo, salario o propinas","Wages, salary, or tips","Pèman, salè, oubyen poubwa","заработная плата, оклад или чаевые",工资、薪水或小费,"임금, 급여, 팁","tiền lương, tiền công hoặc tiền boa",工資、薪資或小費
agi.label.wagesFederalWithheld,/agi/fg-detail-c90011//jobsIncomeTotal/question,"Sueldo, salario o propinas en los que se retuvieron los impuestos federales sobre los ingresos","Sueldo, salario o propinas en los que se retuvieron los impuestos federales sobre los ingresos","Wages, salary, or tips where federal income taxes are withheld","Pèman, salè, oubyen poubwa kote yo touche taks federal sou revni","Заработная плата, оклад или чаевые, с которых удерживаются федеральные подоходные налоги",扣缴联邦税的工资、薪水或小费,"연방 소득세 원천징수된 임금, 급여, 팁","Tiền lương, tiền công hoặc tiền boa tại nơi mà thuế thu nhập liên bang bị khấu lưu",預扣聯邦所得稅的工資、薪資或小費
children.h2.us50PercentTT2,/filing-status/modal-main-home-us/h3-398dfd,Personal militar destacado fuera de los Estados Unidos,Personal militar destacado fuera de los Estados Unidos,Military Personnel Stationed Outside the United States,Pèsonèl Militè Estasyone Andeyò Lèzetazini,"Военнослужащие, находящиеся за пределами США",驻扎在美国境外的军事人员,미국 외로 배치된 군인력,Quân Nhân Đóng Quân Bên Ngoài Hoa Kỳ,駐紮在美國境外的從軍人士
agi.a.unearnedOtherTT,/agi/modal-other-taxable-income/p-745735,"Publicación 525, Ingreso tributable y no tributable (en inglés)","Consulte <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/forms-pubs/about-publication-525"">la Publicación 525, Ingreso tributable y no tributable (en inglés)</a>","See <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/forms-pubs/about-publication-525"">Publication 525, Taxable and Nontaxable Income</a>","Piblikasyon 525, Revni Enpozab Ak Revni Non Enpozab","Публикация 525, Облагаемый и не облагаемый налогом доход",第525号刊物，应税和非应税收入（英文）,"간행물 525, 과세 및 비과세 소득(영어)","Ấn Phẩm 525, Thu Nhập Chịu Thuế Và Không Chịu Thuế (tiếng Anh)",525 號發行物 —— 應稅收入和非應稅收入（英文）
generalInfo.a.foreignIncomeWarning2,//fg-alert-8b7db9/p-236b69,"Publicación 54, Guía tributaria para ciudadanos y residentes de los Estados Unidos que están en el extranjero (en inglés)","Consulte <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/forms-pubs/about-publication-54"">la publicación Publicación 54, Guía tributaria para ciudadanos y residentes de los Estados Unidos que están en el extranjero (en inglés) </a> para obtener más información","See <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/forms-pubs/about-publication-54"">Publication 54</a>, Tax Guide for U.S. Citizens and Resident Aliens Abroad, for more information.","Piblikasyon 54, Tax Guide for U.S. Citizens and Foreign Resident Aliens,","Публикация 54, Руководство по налогообложению для граждан США и иностранцев-резидентов за рубежом,",第54号刊物，美国公民和外籍居民税务指南（英文）,"간행물 54, 해외의 미국 시민 그리고 영주 체류자를 위한 세금 안내(영어)","Ấn Phẩm 54, Hướng Dẫn Về Thuế Cho Công Dân Hoa Kỳ Và Thường Trú Nhân Người Nước Ngoài Ở Hải Ngoại (tiếng Anh),",54 號出版物 —— 美國公民和海外居民稅務指南（英文）
children.a.permanentlyDisabledTT,/qualifying-children/modal-disabled/p-de127e,"Publicación 596, Crédito por ingreso del trabajo, Permanente y totalmente incapacitado (en inglés)","Para obtener más información, visite la <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596sp"">Publicación 596, Crédito por ingreso del trabajo, Permanente y totalmente incapacitado.</a>","For more information see <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298147"">Publication 596</a>, Earned Income Credit, Permanently and Totally Disabled.","Piblikasyon 596, Kredi Sou Revni Ou Fè, Definitivman Ak Totalman Andikape","Публикация 596, Зачет за заработанный доход, постоянная и полная инвалидность",第596号刊物，劳动所得抵免（英文），永久、完全残障,"간행물 596, 근로 소득 공제, 영구 및 완전한 장애(영어)","Ấn Phẩm 596, Tín Thuế Thu Nhập Kiếm Được (EIC), Khuyết Tật Vĩnh Viễn Và Toàn Bộ (tiếng Anh)",596 號發行物 —— 勞動所得稅務優惠，永久和完全殘疾（英文）
children.a.claimOtherConfirmTT,/qualifying-children/modal-claimed-someone-else/p-911aff,"Publicación 596, Crédito por ingreso del trabajo, Solo una persona puede utilizar a su hijo calificado (en inglés)","Para obtener más información, visite la <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596sp"">Publicación 596, Crédito por ingreso del trabajo, Solo una persona puede utilizar a su hijo calificado</a>.","For more information, see <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596"">Publication 596</a>, Earned Income Credit, Your Qualifying Child Cannot Be Used By More Than One Person.","Piblikasyon 596, Kredi Sou Revni Ou Fè, Pitit Elijib Ou A Pa Kapab sèvi Pou Plis Pase Yon Moun.","Публикация 596, Налоговый зачет за заработанный доход, Ваш отвечающий требованиям ребенок не может быть использован более чем одним лицом",第596号刊物， 劳动所得抵免，您的符合条件的子女不能被超过一人申报（英文）,"간행물 596, ‘근로 소득 공제, 귀하의 적격 자녀는 한 명 이상의 사람에 의해 신청될 수 없습니다’(영어)","Ấn Phẩm 596, Tín Thuế Thu Nhập Kiếm Được (EIC), Chỉ Một Người Được Khai Trẻ Đủ Điều Kiện Của Quý Vị Để Yêu Cầu EIC (tiếng Anh)",596 號出版物 —— 勞動所得稅務優惠，您的合格子女不能被一人以上的人數申領（英文）
agi.a.prisonIncomeTT,/agi/modal-inmate-pay/p-1dc488,"Publicación 596, Crédito por ingreso del trabajo, ingresos recibidos como recluso (en inglés)","Para obtener más información, visite <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2025_publink1000297688"">Publicación 596, Crédito por ingreso del trabajo, ingresos recibidos como recluso (en inglés)</a>.","For more information, see <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2025_publink1000297688"">Publication 596</a>, Earned Income Credit, Earnings while an inmate.","Piblikasyon 596, Kredi Sou Revni Ou Fè, Salè Antanke Rezidan","Публикация 596, Налоговый зачет за заработанный доход, Заработок во время нахождения в заключении",第596号刊物，劳动所得抵免，囚犯收入（英文）,"간행물 596, 근로 소득 공제,  수감 기간의 소득(영어)","Ấn Phẩm 596, Tín Thuế Thu Nhập Kiếm Được (EIC), Thu Nhập Của Tù Nhân (tiếng Anh)",596 號出版物 —— 入獄期間的勞動所得稅務優惠（英文）
children.a.fileJointConfirmTT,/qualifying-children/modal-joint-return/p-bdfc89,"Publicación 596, Crédito por ingreso del trabajo, Requisito de la declaración conjunta (en inglés)","Para obtener más información, visite la <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596sp"">Publicación 596, Crédito por ingreso del trabajo, Requisito de la declaración conjunta</a>.","For more information see <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298157"">Publication 596</a>, Earned Income Credit, Joint Return Test.","Piblikasyon 596, Kredi Sou Revni Ou Fè, Tès Deklrarasyon Konjwent","Публикация 596, Налоговый зачет за заработанный доход, проверка совместно подаваемой налоговой декларации",第596号刊物， 劳动所得抵免，您的符合条件的子女不能被超过一人申报（英文）,"간행물 596,근로 소득 공제, 공동 신고서 요건(영어)","Ấn Phẩm 596, Tín Thuế Thu Nhập Kiếm Được (EIC), Yêu Cầu Tờ Khai Chung (tiếng Anh)",596 號發行物 —— 勞動所得稅務優惠，聯合報稅表測試（英文）
children.a.fileJointConfirmTT,/qualifying-children/modal-joint-return-with-another-person-exception/p-bdfc89,"Publicación 596, Crédito por ingreso del trabajo, Requisito de la declaración conjunta (en inglés)","Para obtener más información, visite la <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596sp"">Publicación 596, Crédito por ingreso del trabajo, Requisito de la declaración conjunta</a>.","For more information see <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298157"">Publication 596</a>, Earned Income Credit, Joint Return Test.","Piblikasyon 596, Kredi Sou Revni Ou Fè, Tès Deklrarasyon Konjwent","Публикация 596, Налоговый зачет за заработанный доход, проверка совместно подаваемой налоговой декларации",第596号刊物， 劳动所得抵免，您的符合条件的子女不能被超过一人申报（英文）,"간행물 596,근로 소득 공제, 공동 신고서 요건(영어)","Ấn Phẩm 596, Tín Thuế Thu Nhập Kiếm Được (EIC), Yêu Cầu Tờ Khai Chung (tiếng Anh)",596 號發行物 —— 勞動所得稅務優惠，聯合報稅表測試（英文）
